,영업상태코드,소재지면적,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),lon,lat,도시
432,1,828.3,서울특별시 종로구 율곡로4길 59 (수송동),수송게스트하우스,여관업,198262.728276644,452311.53256166,126.97823204364067,37.57309288385225,서울특별시
433,1,709.0,서울특별시 종로구 인왕산로 19 (사직동),유앤피,여관업,196882.773871214,452590.055897837,126.96260987369016,37.57559861116141,서울특별시
434,1,157.85,서울특별시 종로구 수표로26길 18 (돈의동),국일장,여관업,199050.50547369,452200.331381654,126.98714976643542,37.57209217886703,서울특별시
435,1,207.51,서울특별시 종로구 숭인동길 14-8 (숭인동),쉬고(shigo),여관업,201873.908809177,452605.719619942,127.01911101883441,37.575743457038264,서울특별시
436,1,261.42,서울특별시 종로구 대학로11길 37 (명륜4가),케이,여관업,199892.787366454,453322.159403991,126.99668393375813,37.58220024436444,서울특별시
437,1,1438.8,서울특별시 종로구 삼일대로 388-7 (관철동),부티크호텔케이(BHK 01),일반호텔,198893.259888577,451887.915294204,126.98537028289019,37.56927716135356,서울특별시
438,1,1468.0,서울특별시 종로구 율곡로6길 19 (운니동),호텔아비숑,여관업,199011.636567934,452680.721848361,126.98670908991589,37.576420392460044,서울특별시
439,1,134.4,서울특별시 종로구 종로58길 12 (숭인동),HOTEL 동양장,여관업,201501.209609371,452283.475570154,127.01489131561729,37.57284073565117,서울특별시
440,1,561.19,서울특별시 종로구 세검정로 238 (홍지동),신영,여관업,196318.153259189,455358.793133704,126.95620404952606,37.60054239414634,서울특별시
441,1,1994.04,서울특별시 종로구 수표로18가길 17 (관수동),나포레 호텔,일반호텔,199114.188992807,451852.657939757,126.98787109917878,37.568959751120296,서울특별시
442,1,488.0,서울특별시 종로구 보문로 15-1 (숭인동),미 하우스,여관업,201956.888133032,452755.072729623,127.02005075626113,37.57708894236158,서울특별시
443,1,806.6,서울특별시 종로구 돈화문로5가길 39 (돈의동),레몬트리 호텔(Lemon Tree Hotel),여관업,199143.380438531,452230.634537844,126.98820105080738,37.57236530409325,서울특별시
444,1,166.47,서울특별시 종로구 난계로29길 19-3 (숭인동),와이키키,여관업,201894.076070512,452435.217978179,127.01933889314306,37.57420721927811,서울특별시
445,1,1928.36,서울특별시 종로구 수표로22길 5 (낙원동외1필지(170번지)),브라운도트 호텔,여관업,199014.938231714,452114.833434241,126.98674727611046,37.57132181303558,서울특별시
446,1,780.98,서울특별시 종로구 난계로29길 60 (숭인동),케이하우스 동대문,여관업,201692.745798246,452384.355940599,127.01705970519835,37.57374933655755,서울특별시
447,1,259.27,서울특별시 종로구 종로62길 17 케이디오피스텔 7층 (숭인동),케이디호스텔7,관광호텔,201649.840328936,452323.368074798,127.01657388293137,37.5731999183819,서울특별시
448,1,259.27,서울특별시 종로구 종로62길 17 케이디오피스텔 8층 (숭인동),KD-ONE8,관광호텔,201649.840328936,452323.368074798,127.01657388293137,37.5731999183819,서울특별시
449,1,259.27,서울특별시 종로구 종로62길 17 케이디오피스텔 9층 (숭인동),KD-ONE9,관광호텔,201649.840328936,452323.368074798,127.01657388293137,37.5731999183819,서울특별시
450,1,193.46,서울특별시 종로구 대학로2길 23 (효제동),이화,여관업,200225.584607522,452144.948572788,127.00045136986178,37.571593730512255,서울특별시
451,1,111.3,서울특별시 종로구 종로43길 8 (종로6가),필 하우스(FILL HOUSE),여관업,200604.024836231,452144.97433655,127.00473519447787,37.57159381878267,서울특별시
452,1,715.37,서울특별시 종로구 율곡로 230-23 (충신동),스위스장,여관업,200290.804342876,452583.786997639,127.00118977219685,37.57554759592929,서울특별시
676,1,796.37,서울특별시 중구 청파로 431 (중림동),랑 호텔(RANG Hotel),숙박업 기타,197199.98375752,450649.107806091,126.96620836112146,37.55811193635405,서울특별시
677,1,20569.5,서울특별시 중구 삼일대로10길 36 지하3~지상26층 (저동2가),(주)조선호텔앤리조트 포포인츠 조선 명동,관광호텔,199002.255630845,451492.207825927,126.98660461528797,37.56571201522538,서울특별시
678,1,363.57,서울특별시 중구 수표로6길 33 2~5층 (충무로3가),아트뷰호텔,숙박업 기타,199245.264836491,451184.789734499,126.98935553018184,37.56294246055052,서울특별시
679,1,675.6,서울특별시 중구 난계로21길 63 (황학동),빅 스테이,숙박업(생활),201728.242461825,452007.833351759,127.01746067367442,37.57035685116538,서울특별시
680,1,3591.52,서울특별시 중구 을지로 246 (을지로6가을지로코업레지던스빌딩),을지로 코업레지던스,여관업,200406.563571575,451542.261628625,127.00249971388679,37.56616354304799,서울특별시
681,1,80.59,서울특별시 중구 마장로14길 2 (황학동),인득여관,여관업,201803.065619866,451745.113140639,127.01830701156521,37.56798963525478,서울특별시
682,1,211.0,서울특별시 중구 통일로 22-8 (남대문로5가),테마21,여관업,197500.957932674,450621.201308115,126.96961477741824,37.55786138779194,서울특별시
683,1,50.58,서울특별시 중구 남대문시장길 61 (회현동1가 모딕빌딩 10층),호텔 명동,일반호텔,198113.932337497,450944.445248143,126.97655132192594,37.56077528278534,서울특별시
684,1,386.49,서울특별시 중구 남대문로9길 8 (다동번지 234층),요기는 호텔,여관업,198342.279092973,451614.068606022,126.97913418967981,37.56680896981379,서울특별시
685,1,222.27,서울특별시 중구 수표로 22-4 234층 (충무로3가),블루보트 호스텔,여관업,199101.705148458,451201.720892908,126.98773064530486,37.563094869646505,서울특별시
686,1,48.6,,평양여인숙,여인숙업,201540.899631646,451623.103928058,127.01533927240739,37.56689080376506,서울특별시
687,1,370.96,서울특별시 중구 을지로41길 8 (을지로6가),허브모텔,여관업,200486.796909373,451608.330251282,127.00340790219097,37.56675878049641,서울특별시
688,1,86.0,서울특별시 중구 청구로 138 (신당동),한일여관,여관업,200852.759634076,451306.060255515,127.00754989281006,37.56403512165131,서울특별시
689,1,2589.38,서울특별시 중구 퇴계로 107 (충무로1가),데이즈 호텔 명동,관광호텔,198484.096465671,450963.971753178,126.98074081546525,37.560951923523,서울특별시
690,1,591.68,서울특별시 중구 마른내로 150 (광희동1가),신아모텔,여관업,200330.974108644,451373.159429215,127.0016440655838,37.56463997628706,서울특별시
691,1,161.97,서울특별시 중구 퇴계로83길 9-14 (황학동),동일여인숙,여인숙업,201556.877389928,451547.906797308,127.01551997125827,37.56621326053466,서울특별시
692,1,294.4,서울특별시 중구 을지로27길 31-2 (주교동),트래블러스 A 코리아 호스텔,여관업,199833.666717402,451787.626808869,126.99601509483489,37.568374289448826,서울특별시
693,1,3883.37,서울특별시 중구 퇴계로 19 (남대문로5가),호텔마누(HOTEL MANU),관광호텔,197711.630119852,450541.171402454,126.97199933905922,37.55714088827594,서울특별시
694,1,2450.55,서울특별시 중구 퇴계로10길 23 (회현동1가),(주)서울렉스호텔,관광호텔,198249.758791197,450711.482993526,126.97808918843907,37.558676594724986,서울특별시
695,1,1758.22,서울특별시 중구 명동8가길 38 (충무로2가),더그랜드호텔 명동,관광호텔,198797.29864019,451041.893325607,126.9842855267709,37.561654472359834,서울특별시
696,1,151.84,서울특별시 중구 서애로 22-1 (필동3가 5층),호텔 아띠,여관업,199681.397289655,450929.43852001,126.9942919750595,37.56064205802509,서울특별시
697,1,165.0,서울특별시 중구 다산로 66 (신당동),세화장여관,여관업,200624.709902761,449784.759561479,127.00496754100402,37.550328521889575,서울특별시
698,1,93.06,서울특별시 중구 퇴계로12길 45-1 (회현동1가),동원여관,여관업,198314.290747828,450598.297214421,126.9788198137112,37.55765692723069,서울특별시
699,1,40.0,서울특별시 중구 동호로30길 33 (장충동2가),웰빙텔,여관업,200360.971675993,450990.207716326,127.00198344233105,37.56118961398787,서울특별시
700,1,5589.12,서울특별시 중구 을지로 228 (을지로5가 356910111314층),(주)동대문레지던스 웨스턴코업,일반호텔,200224.815166574,451582.627103843,127.00044253714931,37.56652728089296,서울특별시
701,1,200.0,서울특별시 중구 다산로35길 21 (신당동),8모텔,여관업,201203.715042629,451284.677187557,127.01152216321901,37.56384209560701,서울특별시
702,1,297.39,서울특별시 중구 퇴계로83길 22-16 (황학동),은성장여관,여관업,201640.033048425,451578.015850791,127.01646126413594,37.5664844012405,서울특별시
703,1,22041.0,서울특별시 중구 동호로 249 (장충동2가),호텔신라,관광호텔,200463.625303538,450497.460903907,127.0031450195836,37.55674997726851,서울특별시
704,1,205.26,서울특별시 중구 퇴계로87길 42 (황학동9/5),우림여인숙,여인숙업,201793.660526862,451691.322648412,127.01820042719876,37.56750500691114,서울특별시
705,1,9026.49,서울특별시 중구 장충단로 198 (장충동1가 지하2층~지상9층),봉우물산(주)써미트호텔,관광호텔,200538.850127418,451107.614340285,127.00399676645895,37.56224736069687,서울특별시
706,1,136.0,서울특별시 중구 창경궁로 67-6 (주교동2~4층),힙지 게스트하우스,여관업,199715.428626822,451800.165490382,126.99467672840163,37.5684872242847,서울특별시
707,1,274.96,서울특별시 중구 난계로11길 13 (황학동),크리스티,여관업,201933.988731333,451520.369730546,127.01978837583734,37.56596446688679,서울특별시
708,1,1557.15,서울특별시 중구 명동8나길 15 (충무로1가 명동하늘빌딩 678910층),호텔스카이파크 명동1호점,일반호텔,198527.099319279,450998.07341201,126.98122745355516,37.56125924855628,서울특별시
709,1,295.0,서울특별시 중구 퇴계로 449-17 (황학동),크리스티2,여관업,201914.067926656,451528.826422884,127.019562916885,37.56604070091177,서울특별시
710,1,237.6,서울특별시 중구 퇴계로78길 16 (신당동),영빈장여관,여관업,201402.719012532,451371.925863876,127.01377475136663,37.564627928998334,서울특별시
711,1,63.25,서울특별시 중구 퇴계로 210-47 (필동2가),한일장모텔,여관업,199494.092589368,450932.4930524,126.99217205263966,37.56066948215623,서울특별시
712,1,458.7,서울특별시 중구 을지로44길 6-7 (광희동1가),탑모텔,여관업,200476.805365982,451495.140346039,127.00329474475141,37.56573895690912,서울특별시
713,1,547.44,서울특별시 중구 명동8나길 9 67층 (충무로1가),이코노미호텔 명동 프리미어점,일반호텔,198554.88341859,451001.448149829,126.98154191043622,37.56128970050694,서울특별시
714,1,270.91,서울특별시 중구 남대문로1길 37 (북창동 2~5층),호텔모던 서울,일반호텔,197913.805775016,451155.417504868,126.97428566143806,37.56267567476706,서울특별시
716,1,178.54,서울특별시 중구 퇴계로18길 41 (남산동2가 1~2층),명동 G-STAR(지스타),숙박업 기타,198602.1192505,450758.364666589,126.98207701600496,37.55909962008956,서울특별시
717,1,166.54,서울특별시 중구 퇴계로18길 37 (남산동2가 12층),명동 G-STAR(지스타) 2,관광호텔,198607.670947146,450770.829936259,126.98213982422487,37.55921193966656,서울특별시
718,1,265.2,서울특별시 중구 퇴계로28길 6-3 (남학동 1~3층),Moon's hostel,여관업,199153.065107328,450932.488295352,126.9883122923031,37.56066916516492,서울특별시
719,1,430.17,서울특별시 중구 후암로60길 11 (남대문로5가 1~5층),호텔릿(Hotelette),일반호텔,197616.927312131,450266.263776586,126.97092845695728,37.55466375133958,서울특별시
720,1,15016.24,서울특별시 중구 퇴계로 137 (충무로2가),(주)호텔롯데L7명동,관광호텔,198780.018679349,451009.773589561,126.98409000525965,37.5613650530652,서울특별시
721,1,92.0,서울특별시 중구 퇴계로80길 13-9 (신당동),은성여관,여관업,201557.653847,451387.551983501,127.0155284334987,37.56476848059563,서울특별시
722,1,13559.88,서울특별시 중구 동호로 287 (장충동2가),앰배서더 서울 풀만 호텔,관광호텔,200141.998469463,450922.266835312,126.99950507188306,37.56057751826827,서울특별시
723,1,952.64,서울특별시 중구 남대문로1길 26-10 (북창동3~4층),호텔아이린시티,일반호텔,197986.895692742,451089.662576161,126.97511310385896,37.562083397689435,서울특별시
724,1,2119.74,서울특별시 중구 을지로 276 (을지로7가 에이피엠플레이스 11 12층),에이피엠 레지던스,일반호텔,200673.011457453,451443.279894262,127.0055155192732,37.565271591448536,서울특별시
725,1,895.08,서울특별시 중구 삼일대로9길 2-1 (저동1가),이화호텔,일반호텔,198850.292076822,451274.589084161,126.98488493103386,37.56375110709165,서울특별시
726,1,5749.82,서울특별시 중구 창경궁로 20 (예관동),로컬스티치 크리에이터타운 을지로,관광호텔,199812.204706685,451319.127469002,126.99577232321064,37.564153158319016,서울특별시
727,1,9973.62,서울특별시 중구 수표로 61 (을지로2가),트레블로지 명동 을지로호텔,관광호텔,198991.480652031,451591.912071216,126.98648250966,37.566610326590556,서울특별시
728,1,1721.5,서울특별시 중구 남대문시장길 61 4~6층8~9층 (회현동1가 모빅빌딩),호텔 코지 명동,일반호텔,198113.932337497,450944.445248143,126.97655132192594,37.56077528278534,서울특별시
729,1,164.33,서울특별시 중구 퇴계로24길 12 (남산동3가),명동게스트하우스 꼬모,여관업,198800.126713446,450904.68288488,126.98431777185206,37.5604182247939,서울특별시
730,1,456.28,서울특별시 중구 명동8가길 47 78층 (충무로2가),유에이치 스테이 명동,일반호텔,198841.348970952,451075.90120027,126.98478403973556,37.56196093915673,서울특별시
731,1,1116.78,서울특별시 중구 퇴계로8길 31-9 (회현동1가),루미아호텔,숙박업 기타,198142.881185174,450638.810478052,126.97687976673478,37.558021606230405,서울특별시
732,1,359.2,서울특별시 중구 마른내로8길 13 (인현동2가),달콤명동게스트하우스,여관업,199636.145681685,451249.496875977,126.99377962918612,37.563525729359434,서울특별시
733,1,375.76,서울특별시 중구 만리재로35길 49 (중림동),WO모텔 충정로,여관업,197084.506700916,450570.778866288,126.96490175091293,37.557405834595755,서울특별시
734,1,102.0,서울특별시 중구 창경궁로5가길 19 (산림동),광신장여관,여관업,199706.00132741,451734.473690912,126.99457005087278,37.56789534525596,서울특별시
735,1,162.63,서울특별시 중구 퇴계로 439-4 (황학동),마이더스여관,여관업,201766.354547281,451514.194415934,127.01789093805955,37.56590915281285,서울특별시
736,1,90.0,서울특별시 중구 퇴계로60길 11 (장충동1가),케이게스트하우스 동대문 프리미엄점2,여관업,200510.273577645,451241.120933993,127.00367341040949,37.56345025481015,서울특별시
737,1,46.0,서울특별시 중구 다산로44길 30-2 (신당동),수정여관,여관업,201578.765349801,451405.500943551,127.01576742431936,37.5649301642623,서울특별시
738,1,553.72,서울특별시 중구 명동10길 7-7 (명동2가 명광빌딩 2~5층),케이팝레지던스,여관업,198660.385412631,451251.330448808,126.98273551715604,37.5635412796016,서울특별시
739,1,349.3,서울특별시 중구 명동7길 21 명동아르누보센텀 3층 301호 (을지로2가),칼리스타,숙박업 기타,198505.140766586,451381.113105659,126.98097810987493,37.5647103572842,서울특별시
740,1,607.64,서울특별시 중구 퇴계로20길 35 지하1~지상4층 (남산동2가),자자 백팩커스,숙박업 기타,198730.397072346,450725.563076072,126.98352889777891,37.55880427573067,서울특별시
741,1,3713.82,서울특별시 중구 퇴계로 115 (충무로1가),stx 명동호텔,일반호텔,198562.632745775,450975.116406048,126.98162967219857,37.56105246696956,서울특별시
742,1,142.8,서울특별시 중구 장충단로10길 27 (광희동2가),르릿,숙박업 기타,200686.364658168,451262.161389721,127.00566650701957,37.56363972501349,서울특별시
743,1,219.68,서울특별시 중구 퇴계로45길 23 충무빌딩 지하1층~5층 (예관동),더캡슐 명동,숙박업(생활),199828.382578404,451249.574098116,126.99595545581279,37.563526494425034,서울특별시
744,1,12298.72,서울특별시 중구 퇴계로 115 밀레오레 명동 3~17층 (충무로1가),밀리오레호텔 서울명동,일반호텔,198562.632745775,450975.116406048,126.98162967219857,37.56105246696956,서울특별시
745,1,18344.01,서울특별시 중구 칠패로 27 (순화동),라마다 호텔&스위트 서울남대문,숙박업(생활),197462.198757043,450878.211786274,126.96917520489939,37.560176916766316,서울특별시
746,1,416.44,서울특별시 중구 명동길 55 11층 (명동1가),스텝인 명동2,관광호텔,198636.142124311,451325.229841133,126.98246097641606,37.564207067669706,서울특별시
747,1,4022.27,서울특별시 중구 명동길 48 4~13층 (명동2가),소테츠 프레사인 서울 명동,일반호텔,198606.595092806,451266.280823044,126.98212666347625,37.56367589730079,서울특별시
748,1,610.66,서울특별시 중구 퇴계로18길 43 지층 1~2층 (남산동2가),명동미스코리아,관광호텔,198591.133748202,450740.353160129,126.98195272050118,37.55893732078834,서울특별시
749,1,2170.26,서울특별시 중구 명동3길 36 4~9층 (을지로2가),(주)라인호텔명동,일반호텔,198493.659133785,451451.478517141,126.98084800269102,37.56534432220163,서울특별시
750,1,354.66,서울특별시 중구 을지로 255 10층 (을지로6가),(주)케이스타 호텔,관광호텔,200513.524528228,451579.099838143,127.00371041300045,37.56649540519721,서울특별시
751,1,5152.48,서울특별시 중구 퇴계로 115 4-17층 (충무로1가),모헤닉 호텔 서울 명동,일반호텔,198562.632745775,450975.116406048,126.98162967219857,37.56105246696956,서울특별시
752,1,131.44,서울특별시 중구 퇴계로 301 3~6층 (쌍림동),Sweet stay at Joy's,숙박업(생활),200385.985779579,451300.089068941,127.00226669053063,37.56398160292697,서울특별시
753,1,1578.72,서울특별시 중구 마른내로 150 B동 2-12층 (광희동1가),신아호텔,일반호텔,200330.974108644,451373.159429215,127.0016440655838,37.56463997628706,서울특별시
754,1,214.5,서울특별시 중구 명동8나길 18 6층 (충무로1가),아트래블홈(ARTRAVEL HOME),일반호텔,198517.053029629,451032.006873384,126.9811136768593,37.56156496859104,서울특별시
756,1,8871.73,서울특별시 중구 을지로 224 (을지로5가),나인트리 호텔 동대문,일반호텔,200187.271400312,451592.158106036,127.00001758387718,37.56661315989388,서울특별시
757,1,832.9,서울특별시 중구 명동10길 35-9 2층~6층 (명동2가),스테이7,일반호텔,198677.293939778,451128.634762215,126.98292712775192,37.56243583052071,서울특별시
758,1,537.0,서울특별시 중구 장충단로 229-5 (광희동1가),루모텔,여관업,200550.736601974,451452.035386468,127.00413152906864,37.565350550064515,서울특별시
759,1,444.72,서울특별시 중구 충무로9길 41 2층~5층 (을지로3가),라움 레지던스,숙박업(생활),199055.029595126,451604.68137482,126.98720179823789,37.56672544835108,서울특별시
760,1,165.9,서울특별시 중구 장충단로 225 2층 (광희동1가),한중숙박,숙박업 기타,200547.63972536,451402.892476741,127.0040964439602,37.56490777960817,서울특별시
761,1,7114.16,서울특별시 중구 동호로 369 (을지로5가),호텔유파이브(HOTEL U5),관광호텔,200095.725883095,451681.037135698,126.99898139013051,37.56741395733663,서울특별시
762,1,227.17,서울특별시 중구 소공로6길 13-8 (남산동1가),더로드(The Road),숙박업 기타,198516.074131214,450736.360818185,126.98110322138776,37.55890122717269,서울특별시
763,1,203.0,서울특별시 영등포구 디지털로 337 (대림동),대림모텔,여관업,190946.535589767,442906.403356289,126.89553014916318,37.48831001407003,서울특별시
764,1,14108.13,서울특별시 중구 퇴계로 115 3층~17층 (충무로1가),명동밀리오레 비엠호텔,일반호텔,198562.632745775,450975.116406048,126.98162967219857,37.56105246696956,서울특별시
765,1,482.44,서울특별시 중구 남대문로1길 14 4층~10층 (북창동),예신라,숙박업(생활),197955.236640395,451040.221149651,126.97475492104233,37.56163786388714,서울특별시
766,1,8654.92,서울특별시 중구 남대문로 84 9층~18층 (남대문로2가),스탠포드호텔 명동,관광호텔,198401.701305913,451374.312212737,126.97980733086554,37.564648901177826,서울특별시
767,1,5957.92,서울특별시 중구 다동길 30 (다동),호텔미드시티 명동(HOTEL MIDCITY Myeongdong),관광호텔,198260.880732247,451708.909162308,126.97821261158595,37.56766331646841,서울특별시
768,1,1728.85,서울특별시 동대문구 장한로 97 (장안동),행복한눈물,여관업,206078.974383604,451920.209984922,127.06670804057377,37.56954924880874,서울특별시
769,1,2597.18,서울특별시 중구 명동8가길 59 지하1~8층 (충무로2가),헨나호텔 서울명동,일반호텔,198898.282009528,451082.839302118,126.9854284098363,37.56202352450088,서울특별시
770,1,570.0,서울특별시 중구 명동8가길 47 456층 (충무로2가),유에이치 스위트 더명동,숙박업 기타,198841.348970952,451075.90120027,126.98478403973556,37.56196093915673,서울특별시
771,1,420.88,서울특별시 중구 소공로6길 38 지하1층~지상4층 (남산동2가),올리브 호스텔,관광호텔,198614.550199488,450677.047277743,126.98221786761026,37.5583669784381,서울특별시
772,1,624.65,서울특별시 중구 충무로 24 3~4 6~10 12~17층 (인현동1가),(주)꼬모까사,숙박업(생활),199335.429035965,451220.258478781,126.99037600733502,37.56326210578639,서울특별시
773,1,608.59,서울특별시 중구 을지로44길 17-7 1~5층 (광희동1가),넘버25호텔 동대문점,숙박업 기타,200540.491293859,451440.614319879,127.00401555766541,37.56524765289123,서울특별시
774,1,112.32,서울특별시 중구 난계로17길 30-15 4층 (황학동),로팡,숙박업(생활),201827.334118537,451956.230791489,127.01858221749224,37.56989173408352,서울특별시
775,1,1261.96,서울특별시 중구 퇴계로 245 6~12층 (충무로5가),명동멀린호텔,숙박업(생활),199847.366452758,451150.410900886,126.99617035348803,37.56263304953486,서울특별시
776,1,263.27,서울특별시 중구 을지로 282-1 2층3층4층 (을지로7가),하모리,여관업,200758.650006168,451449.201304125,127.00648484443627,37.56532488216224,서울특별시
777,1,505.98,서울특별시 중구 명동길 55 (명동1가 15층),필스테이 명동점,일반호텔,198636.142124311,451325.229841133,126.98246097641606,37.564207067669706,서울특별시
778,1,151.8,서울특별시 중구 통일로 22-10 (남대문로5가),테마모텔,여관업,197506.013943279,450627.968356638,126.96967197576781,37.55792237225093,서울특별시
779,1,212.51,서울특별시 중구 명동10길 19-3 (명동2가 5층),필스테이 명동메트로점,일반호텔,198659.446197759,451198.789321829,126.98272498730452,37.563067888401946,서울특별시
780,1,999.0,서울특별시 중구 퇴계로18길 67 (남산동2가 지하 1층~ 지상 5층),남산호스텔,관광호텔,198567.904318412,450646.387187539,126.98169000677036,37.558090659613526,서울특별시
781,1,297.52,서울특별시 중구 퇴계로10길 20-24 (회현동1가 12층),대원모텔,여관업,198175.615264344,450640.366953626,126.97725023498909,37.55803569757093,서울특별시
782,1,2478.0,서울특별시 중구 소공로 106 (소공동),(주)조선호텔앤리조트,관광호텔,198172.151119488,451350.969223428,126.97720919642121,37.564438140714685,서울특별시
783,1,856.0,서울특별시 중구 충무로 24 (인현동1가),쉼,숙박업(생활),199335.429035965,451220.258478781,126.99037600733502,37.56326210578639,서울특별시
784,1,172.23,서울특별시 중구 퇴계로66길 7-1 (광희동2가 12층),리플러스,숙박업 기타,200758.994732114,451302.330983146,127.00648860726727,37.56400159674307,서울특별시
785,1,6885.84,서울특별시 중구 세종대로11길 36 (서소문동 4~23층),ENA 스위트 호텔,관광호텔,197624.288603,451114.07452,126.97100894646252,37.56230245795719,서울특별시
786,1,513.4,서울특별시 중구 남대문로 25-13 (북창동),빨간팬다호텔(Red Panda Hotel),여관업,198005.134283014,451061.213099678,126.97531961256308,37.56182711192333,서울특별시
787,1,25333.62,서울특별시 중구 삼일대로 362 (장교동),(주)호텔롯데 롯데시티호텔명동,관광호텔,198869.0,451629.0,126.98509609908055,37.56694433379549,서울특별시
788,1,12565.85,서울특별시 중구 장충단로 226 (광희동2가),소테츠호텔즈 더 스프라지르 서울 동대문,관광호텔,200614.724711748,451381.249500534,127.00485574084672,37.564712741211025,서울특별시
789,1,555.6,서울특별시 중구 명동8가길 49 (충무로2가 3~8층),유에이치 스위트,일반호텔,198854.067837039,451076.871684435,126.98492799316443,37.561969699905326,서울특별시
790,1,11378.16,서울특별시 중구 동호로 354 (을지로5가),라마다 서울 동대문호텔,관광호텔,200161.192418006,451521.415517111,126.99972238831533,37.56597578035972,서울특별시
791,1,976.11,서울특별시 중구 충무로5길 3 (초동 2층~7층),호텔베네,일반호텔,199261.516922674,451418.440260687,126.9895392216849,37.56504764017567,서울특별시
792,1,393.52,서울특별시 중구 퇴계로 61 10층 (남창동),24게스트하우스 명동타운,숙박업 기타,198065.845616529,450787.39677054,126.97600750184785,37.55936018955863,서울특별시
793,1,60.0,서울특별시 중구 을지로40길 21-38 (광희동1가),정온여관,여관업,200418.301464659,451456.477532331,127.00263253213724,37.56539063364965,서울특별시
794,1,837.71,서울특별시 중구 세종대로 24-1 (남대문로5가),요우커모텔,여관업,197673.726137258,450696.152876499,126.971569855915,37.5585371579657,서울특별시
795,1,253.0,서울특별시 중구 동호로34길 15 (광희동1가),화신여관,여관업,200237.285286984,451450.686272582,127.00058365436534,37.565338506761414,서울특별시
796,1,888.0,서울특별시 중구 다산로 259 (흥인동),플러스호텔,여관업,201335.157013025,451538.255753023,127.01301033006179,37.566126638099604,서울특별시
797,1,271.44,서울특별시 중구 다산로 58 (신당동),세포장모텔,여관업,200615.946172165,449705.528993868,127.00486830699948,37.549614666830536,서울특별시
798,1,161.76,서울특별시 중구 세종대로2길 11 (남대문로5가),삼정여관,여관업,197650.536452677,450594.257966025,126.97130773697204,37.557619034861034,서울특별시
799,1,8814.0,서울특별시 중구 세종대로22길 12 (태평로1가),뉴국제호텔,관광호텔,197984.6447186,451739.947695781,126.97508578316365,37.56794238794086,서울특별시
800,1,482.88,서울특별시 중구 청파로 464 35층 (중림동 브라운스톤서울),브라운스위트서울,숙박업(생활),197133.181826761,450929.253706925,126.9654512015502,37.56063581142435,서울특별시
802,1,800.0,서울특별시 중구 을지로41길 22 (을지로6가),대경장여관,여관업,200492.702192521,451643.865887318,127.00347476456439,37.56707894975476,서울특별시
803,1,396.0,서울특별시 중구 동호로15길 7 (신당동),퀸모텔,여관업,200704.60023588,450446.418387497,127.00587219451502,37.556289953445166,서울특별시
804,1,198.55,서울특별시 중구 을지로44길 24-4 (광희동1가),에비뉴모텔,여관업,200480.793980973,451428.29951042,127.00333985315957,37.56513672674226,서울특별시
805,1,547.71,서울특별시 중구 후암로60길 17 (남대문로5가),쿱케이팝,여관업,197719.353475,450586.425241,126.97208660351109,37.55754864044324,서울특별시
806,1,195.22,서울특별시 중구 마른내로2길 15-10 (초동),럭키장여관,여관업,199254.839043035,451254.718567877,126.98946381748871,37.56357252012189,서울특별시
807,1,324.9,서울특별시 중구 만리재로35길 46-3 (중림동),대영장여관,여관업,197102.760762166,450548.204260924,126.96510843304073,37.55720249853426,서울특별시
808,1,119.0,서울특별시 중구 다산로35길 29-1 (신당동),J모텔,여관업,201175.554695063,451303.76693508,127.01120345886848,37.56401412649244,서울특별시
809,1,164.33,서울특별시 중구 세종대로14길 22-2 (북창동),대우모텔,여관업,197976.851495945,451162.428043554,126.9749992141252,37.562738983910315,서울특별시
810,1,11672.05,서울특별시 중구 명동9길 16 (명동1가 명동센트럴빌딩),호텔스카이파크 센트럴명동점,관광호텔,198625.254251263,451373.686002948,126.98233764622348,37.56464363532855,서울특별시
811,1,513.46,서울특별시 중구 수표로 3-8 (충무로2가),KW호스텔 명동,여관업,199045.57179756,451036.179210288,126.98709553548434,37.56160329669417,서울특별시
812,1,185.12,서울특별시 중구 창경궁로 2 (충무로5가 4층5층),남경레지던스,여관업,199815.763550928,451141.619094066,126.99581266438723,37.56255382832292,서울특별시
813,1,97.5,서울특별시 중구 충무로 68-9 (입정동),옥천여관,여관업,199306.75140157,451681.664480633,126.99005094506845,37.56741929859911,서울특별시
814,1,76.64,서울특별시 중구 퇴계로 428-8 (신당동),중앙장여관,여관업,201614.90745414,451446.419784524,127.01617659161361,37.56529877830899,서울특별시
815,1,469.92,서울특별시 중구 을지로40길 3 (을지로6가 1층~5층),저스트 스테이,여관업,200368.765322636,451552.777727231,127.00207188499289,37.56625830514851,서울특별시
816,1,406.64,서울특별시 중구 난계로15길 10 (황학동),우성빌,숙박업(생활),201980.074138496,451845.46073582,127.02031085783587,37.56889340427954,서울특별시
817,1,432.32,서울특별시 중구 퇴계로12길 51 (회현동1가),호텔 경동,여관업,198315.594482802,450545.563987762,126.97883469449766,37.55718180867308,서울특별시
818,1,1118.0,서울특별시 중구 마른내로 159-14 (광희동1가외 4필지),트리쉐이도호텔,여관업,200456.93787016,451451.868065592,127.003069845389,37.56534908723386,서울특별시
819,1,248.5,서울특별시 중구 충무로 21-19 (초동),대신모텔,여관업,199216.039356335,451215.114567899,126.9890247101119,37.56321565753655,서울특별시
